temp,pressure,stable_struct
0.0,0,0
10.0,0,0
20.0,0,0
30.0,0,0
40.0,0,0
50.0,0,0
60.0,0,0
70.0,0,0
80.0,0,0
90.0,0,0
100.0,0,0
110.0,0,0
120.0,0,0
130.0,0,0
140.0,0,0
150.0,0,0
160.0,0,0
170.0,0,0
180.0,0,0
190.0,0,0
200.0,0,0
210.0,0,0
220.0,0,0
230.0,0,0
240.0,0,0
250.0,0,0
260.0,0,0
270.0,0,0
280.0,0,0
290.0,0,0
300.0,0,0
310.0,0,0
320.0,0,0
330.0,0,0
340.0,0,0
350.0,0,0
360.0,0,0
370.0,0,0
380.0,0,0
390.0,0,0
400.0,0,0
410.0,0,0
420.0,0,0
430.0,0,0
440.0,0,0
450.0,0,0
460.0,0,0
470.0,0,0
480.0,0,0
490.0,0,0
500.0,0,0
510.0,0,0
520.0,0,0
530.0,0,0
540.0,0,0
550.0,0,0
560.0,0,0
570.0,0,0
580.0,0,0
590.0,0,0
600.0,0,0
610.0,0,0
620.0,0,0
630.0,0,0
640.0,0,0
650.0,0,0
660.0,0,0
670.0,0,0
680.0,0,0
690.0,0,0
700.0,0,0
710.0,0,0
720.0,0,0
730.0,0,0
740.0,0,0
750.0,0,0
760.0,0,0
770.0,0,0
780.0,0,0
790.0,0,0
800.0,0,0
810.0,0,0
820.0,0,0
830.0,0,0
840.0,0,0
850.0,0,0
860.0,0,0
870.0,0,0
880.0,0,0
890.0,0,0
900.0,0,0
910.0,0,0
920.0,0,0
930.0,0,0
940.0,0,0
950.0,0,0
960.0,0,0
970.0,0,0
980.0,0,0
990.0,0,0
1000.0,0,0
0.0,25,1
10.0,25,1
20.0,25,1
30.0,25,1
40.0,25,1
50.0,25,1
60.0,25,1
70.0,25,1
80.0,25,1
90.0,25,1
100.0,25,1
110.0,25,1
120.0,25,1
130.0,25,1
140.0,25,1
150.0,25,1
160.0,25,1
170.0,25,1
180.0,25,1
190.0,25,1
200.0,25,1
210.0,25,1
220.0,25,1
230.0,25,1
240.0,25,1
250.0,25,1
260.0,25,1
270.0,25,1
280.0,25,1
290.0,25,1
300.0,25,1
310.0,25,1
320.0,25,1
330.0,25,1
340.0,25,1
350.0,25,1
360.0,25,1
370.0,25,1
380.0,25,1
390.0,25,1
400.0,25,1
410.0,25,1
420.0,25,1
430.0,25,1
440.0,25,1
450.0,25,1
460.0,25,1
470.0,25,1
480.0,25,1
490.0,25,1
500.0,25,1
510.0,25,1
520.0,25,1
530.0,25,1
540.0,25,1
550.0,25,1
560.0,25,1
570.0,25,1
580.0,25,1
590.0,25,1
600.0,25,1
610.0,25,1
620.0,25,1
630.0,25,1
640.0,25,1
650.0,25,1
660.0,25,1
670.0,25,1
680.0,25,1
690.0,25,1
700.0,25,1
710.0,25,1
720.0,25,1
730.0,25,1
740.0,25,1
750.0,25,1
760.0,25,1
770.0,25,1
780.0,25,1
790.0,25,1
800.0,25,1
810.0,25,1
820.0,25,1
830.0,25,1
840.0,25,1
850.0,25,1
860.0,25,1
870.0,25,1
880.0,25,1
890.0,25,1
900.0,25,1
910.0,25,1
920.0,25,1
930.0,25,1
940.0,25,1
950.0,25,1
960.0,25,1
970.0,25,1
980.0,25,1
990.0,25,1
1000.0,25,1
0.0,50,1
10.0,50,1
20.0,50,1
30.0,50,1
40.0,50,1
50.0,50,1
60.0,50,1
70.0,50,1
80.0,50,1
90.0,50,1
100.0,50,1
110.0,50,1
120.0,50,1
130.0,50,1
140.0,50,1
150.0,50,1
160.0,50,1
170.0,50,1
180.0,50,1
190.0,50,1
200.0,50,1
210.0,50,1
220.0,50,1
230.0,50,1
240.0,50,1
250.0,50,1
260.0,50,1
270.0,50,1
280.0,50,1
290.0,50,1
300.0,50,1
310.0,50,1
320.0,50,1
330.0,50,1
340.0,50,1
350.0,50,1
360.0,50,1
370.0,50,1
380.0,50,1
390.0,50,1
400.0,50,1
410.0,50,1
420.0,50,1
430.0,50,1
440.0,50,1
450.0,50,1
460.0,50,1
470.0,50,1
480.0,50,1
490.0,50,1
500.0,50,1
510.0,50,1
520.0,50,1
530.0,50,1
540.0,50,1
550.0,50,1
560.0,50,1
570.0,50,1
580.0,50,1
590.0,50,1
600.0,50,1
610.0,50,1
620.0,50,1
630.0,50,1
640.0,50,1
650.0,50,1
660.0,50,1
670.0,50,1
680.0,50,1
690.0,50,1
700.0,50,1
710.0,50,1
720.0,50,1
730.0,50,1
740.0,50,1
750.0,50,1
760.0,50,1
770.0,50,1
780.0,50,1
790.0,50,1
800.0,50,1
810.0,50,1
820.0,50,1
830.0,50,1
840.0,50,1
850.0,50,1
860.0,50,1
870.0,50,1
880.0,50,1
890.0,50,1
900.0,50,1
910.0,50,1
920.0,50,1
930.0,50,1
940.0,50,1
950.0,50,1
960.0,50,1
970.0,50,1
980.0,50,1
990.0,50,1
1000.0,50,1
0.0,75,1
10.0,75,1
20.0,75,1
30.0,75,1
40.0,75,1
50.0,75,1
60.0,75,1
70.0,75,1
80.0,75,1
90.0,75,1
100.0,75,1
110.0,75,1
120.0,75,1
130.0,75,1
140.0,75,1
150.0,75,1
160.0,75,1
170.0,75,1
180.0,75,1
190.0,75,1
200.0,75,1
210.0,75,1
220.0,75,1
230.0,75,1
240.0,75,1
250.0,75,1
260.0,75,1
270.0,75,1
280.0,75,1
290.0,75,1
300.0,75,1
310.0,75,1
320.0,75,1
330.0,75,1
340.0,75,1
350.0,75,1
360.0,75,1
370.0,75,1
380.0,75,1
390.0,75,1
400.0,75,1
410.0,75,1
420.0,75,1
430.0,75,1
440.0,75,1
450.0,75,1
460.0,75,1
470.0,75,1
480.0,75,1
490.0,75,1
500.0,75,1
510.0,75,1
520.0,75,1
530.0,75,1
540.0,75,1
550.0,75,1
560.0,75,1
570.0,75,1
580.0,75,1
590.0,75,1
600.0,75,1
610.0,75,1
620.0,75,1
630.0,75,1
640.0,75,1
650.0,75,1
660.0,75,1
670.0,75,1
680.0,75,1
690.0,75,1
700.0,75,1
710.0,75,1
720.0,75,1
730.0,75,1
740.0,75,1
750.0,75,1
760.0,75,1
770.0,75,1
780.0,75,1
790.0,75,1
800.0,75,1
810.0,75,1
820.0,75,1
830.0,75,1
840.0,75,1
850.0,75,1
860.0,75,1
870.0,75,1
880.0,75,1
890.0,75,1
900.0,75,1
910.0,75,1
920.0,75,1
930.0,75,1
940.0,75,1
950.0,75,1
960.0,75,1
970.0,75,1
980.0,75,1
990.0,75,1
1000.0,75,1
0.0,100,1
10.0,100,1
20.0,100,1
30.0,100,1
40.0,100,1
50.0,100,1
60.0,100,1
70.0,100,1
80.0,100,1
90.0,100,1
100.0,100,1
110.0,100,1
120.0,100,1
130.0,100,1
140.0,100,1
150.0,100,1
160.0,100,1
170.0,100,1
180.0,100,1
190.0,100,1
200.0,100,1
210.0,100,1
220.0,100,1
230.0,100,1
240.0,100,1
250.0,100,1
260.0,100,1
270.0,100,1
280.0,100,1
290.0,100,1
300.0,100,1
310.0,100,1
320.0,100,1
330.0,100,1
340.0,100,1
350.0,100,1
360.0,100,1
370.0,100,1
380.0,100,1
390.0,100,1
400.0,100,1
410.0,100,1
420.0,100,1
430.0,100,1
440.0,100,1
450.0,100,1
460.0,100,1
470.0,100,1
480.0,100,1
490.0,100,1
500.0,100,1
510.0,100,1
520.0,100,1
530.0,100,1
540.0,100,1
550.0,100,1
560.0,100,1
570.0,100,1
580.0,100,1
590.0,100,1
600.0,100,1
610.0,100,1
620.0,100,1
630.0,100,1
640.0,100,1
650.0,100,1
660.0,100,1
670.0,100,1
680.0,100,1
690.0,100,1
700.0,100,1
710.0,100,1
720.0,100,1
730.0,100,1
740.0,100,1
750.0,100,1
760.0,100,1
770.0,100,1
780.0,100,1
790.0,100,1
800.0,100,1
810.0,100,1
820.0,100,1
830.0,100,1
840.0,100,1
850.0,100,1
860.0,100,1
870.0,100,1
880.0,100,1
890.0,100,1
900.0,100,1
910.0,100,1
920.0,100,1
930.0,100,1
940.0,100,1
950.0,100,1
960.0,100,1
970.0,100,1
980.0,100,1
990.0,100,1
1000.0,100,1
